Channel;Region;Selected Month;Call Timestamp;Id;Month;Response Time;% Met or Above SLA;Met SLA;Number of Calls;SLA Difference to Target;SLA Target Tick +ve
Web;East;True;1/11/2020;21198;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;14/11/2020;21732;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;24/11/2020;4757;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;3/11/2020;33078;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;26/11/2020;33245;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;22/11/2020;902;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;22/11/2020;902;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;20/11/2020;17579;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;29/11/2020;21787;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;18/11/2020;15744;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;18/11/2020;15744;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;26/11/2020;1054;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;21/11/2020;3937;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;3/11/2020;1772;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;3/11/2020;1772;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;5088;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;5088;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;7/11/2020;16320;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;7/11/2020;16320;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;19/11/2020;13986;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;19/11/2020;13986;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;21/11/2020;4817;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;7026;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;7026;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;19/11/2020;10083;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;20/11/2020;14108;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;20/11/2020;14108;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;28/11/2020;16075;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;28/11/2020;16075;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;3/11/2020;14619;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;3/11/2020;14619;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;4924;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;7/11/2020;10556;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;7/11/2020;10556;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;24/11/2020;4153;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;24/11/2020;4153;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;15/11/2020;31384;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;22/11/2020;1583;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;18/11/2020;15796;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;4/11/2020;8954;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;22/11/2020;32318;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;21/11/2020;3086;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;19/11/2020;13791;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;29/11/2020;2239;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;12/11/2020;4858;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;7/11/2020;23038;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;17/11/2020;20946;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;21/11/2020;25582;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;21/11/2020;25582;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;22/11/2020;30588;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;3/11/2020;15915;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;18/11/2020;19601;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;29/11/2020;15456;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;24/11/2020;21906;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;24/11/2020;442;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;24/11/2020;442;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;25/11/2020;26440;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;14/11/2020;20579;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;1/11/2020;17755;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;8/11/2020;10877;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;10/11/2020;21468;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;10/11/2020;21468;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;11/11/2020;19529;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;11/11/2020;19529;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;17/11/2020;528;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;4/11/2020;498;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;4/11/2020;498;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;17/11/2020;28979;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;17/11/2020;28979;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;3774;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;3774;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;15/11/2020;21874;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;15/11/2020;13671;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;15/11/2020;13671;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;3/11/2020;31309;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;18/11/2020;21645;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;1/11/2020;18455;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;1/11/2020;18455;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;19/11/2020;15942;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;15/11/2020;15683;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;11/11/2020;27133;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;11/11/2020;27133;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;17/11/2020;1092;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;19/11/2020;21599;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;29/11/2020;27311;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;20934;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;26/11/2020;9576;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;26/11/2020;9576;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;19/11/2020;30690;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;19/11/2020;30690;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;3/11/2020;3981;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;12/11/2020;23398;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;12/11/2020;23398;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;20/11/2020;22339;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;15/11/2020;22496;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;4/11/2020;32467;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;10/11/2020;17975;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;18/11/2020;23269;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;27/11/2020;8930;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;27/11/2020;8930;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;5/11/2020;8686;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;17/11/2020;23298;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;17/11/2020;23298;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;28/11/2020;20334;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;28/11/2020;20334;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;15/11/2020;29638;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;19/11/2020;16825;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;20/11/2020;1556;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;20/11/2020;1556;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;3/11/2020;16161;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;3/11/2020;16161;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;1/11/2020;32580;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;18/11/2020;11043;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;28/11/2020;3369;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;12483;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;6/11/2020;27301;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;27/11/2020;15615;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;1/11/2020;22196;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;1/11/2020;22196;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;29/11/2020;29190;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;29/11/2020;29190;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;11/11/2020;1761;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;11/11/2020;1761;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;22/11/2020;11499;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;29/11/2020;6139;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;22/11/2020;16072;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;13/11/2020;26599;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;7/11/2020;2130;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;17/11/2020;27210;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;26/11/2020;18571;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;21/11/2020;27411;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;13/11/2020;12417;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;4027;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;20/11/2020;14918;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;24603;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;24603;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;6/11/2020;28004;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;6/11/2020;28004;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;20/11/2020;7963;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;5/11/2020;848;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;5/11/2020;848;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;25148;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;8/11/2020;25148;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;18/11/2020;8427;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;21/11/2020;7498;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;15/11/2020;2150;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;26/11/2020;4682;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;26/11/2020;4682;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;5/11/2020;5813;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;5/11/2020;5813;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;5/11/2020;25988;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;21/11/2020;10101;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;18/11/2020;23133;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;4/11/2020;17986;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;12/11/2020;2120;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;12/11/2020;2120;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;25/11/2020;14689;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;South;True;24/11/2020;27968;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;West;True;10/11/2020;22706;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;Central;True;19/11/2020;28512;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;22/11/2020;6932;1/11/2020;Above SLA;100%;1;1;28%;✓
Web;East;True;22/11/2020;6932;1/11/2020;Above SLA;100%;1;1;28%;✓
